Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
5,194202,0.25,46.4,5.86,5.86,-0.14,5.52,0,521,-0.12,-0.66,-0.2,1.8,2.07,2.75,2.74,30.7,62
5,194203,0.07,52.2,5.08,5.08,-0.53,4.5,0,397,-0.81,-0.65,-0.96,0.76,1.76,2.68,2.86,35.2,69.3
5,194204,0.92,62.9,5.1,5.1,1.62,5.03,49,112,0.9,0.41,0.15,-0.19,1.61,2.38,3.09,47.1,78.7
5,194205,0.68,71.4,4.39,4.39,-0.55,4.07,208,9,-0.45,0.12,-0.12,-0.25,1.44,1.74,2.52,55,87.9
5,194206,1.13,78.9,3.84,3.84,-0.29,3.36,417,0,-0.26,-0.57,-0.22,-0.61,0.44,1.43,2.32,63.2,94.6
5,194207,1.19,79.6,3.07,3.07,-1.13,2.13,453,0,-0.67,-0.88,-1.01,-0.82,-0.81,1.04,2.24,65.6,93.7
5,194208,4.52,77.2,4.62,4.62,5.6,4.62,378,0,1.98,1.19,0.92,0.55,0.41,1.49,2.55,65.5,89
5,194209,1.34,70.1,-0.28,3.86,-0.85,3.48,169,16,-0.2,1.04,0.62,0.34,0.06,0.61,2.53,56.9,83.3
5,194210,1.11,62.4,-0.33,3.39,-0.22,2.88,39,119,0.07,-0.23,0.84,0.19,0.13,0.01,2.27,48.6,76.2
5,194211,0.2,55.8,-0.7,2.63,-1.22,1.62,8,284,-0.45,-0.28,-0.42,0.2,0.1,0,2.18,38.9,72.6
5,194212,1.22,48,-0.16,2.83,1.39,2.29,0,527,1.39,0.61,0.28,0.58,0.38,0.14,2.55,32.2,63.7
5,194301,0.29,44.9,-0.26,2.42,-0.35,1.71,0,623,-0.06,0.88,0.34,0.83,0.22,0.17,2.5,29.4,60.4
5,194302,0,51.4,-0.66,1.74,-1.27,0.57,0,381,-1.38,-0.87,0.29,-0.32,0.25,0.12,2.29,33.7,69.1
5,194303,0.4,54.8,-0.76,1.4,-0.49,0.08,7,323,0.42,-0.45,-0.53,-0.12,0.36,0.19,2.25,37.4,72.2
5,194304,0.09,67.5,-1.33,0.6,-1.96,-1.28,119,44,-1.16,-0.34,-0.98,-0.26,0.52,-0.01,1.93,50.9,84.2
5,194305,1.36,72.5,-1.21,-1.21,-0.05,-1.21,239,6,0.46,-0.03,0.04,0.15,-0.28,0.22,1.4,56.5,88.4
5,194306,1.98,78.5,0.38,-0.71,1.13,0.09,405,0,0.7,0.62,0.26,-0.07,0.08,0.43,1.27,64,92.9
5,194307,2.32,79.5,0.72,0.72,1.14,0.72,450,0,0.5,0.72,0.7,0.17,0.27,0.66,1.14,65.6,93.4
5,194308,0.31,83.5,-1.3,-1.3,-3.89,-1.3,574,0,-2.45,-0.74,-0.34,-0.34,-0.19,-0.41,0.8,68.3,98.7
5,194309,1.92,72.1,-1.23,-1.23,-0.19,-1.23,221,8,0.24,-0.77,-0.47,-0.29,-0.44,-0.29,0.21,57.9,86.2
5,194310,0.34,62.2,-1.67,-1.67,-1.7,-1.67,36,123,-0.9,-0.35,-1.17,-0.42,-0.67,-0.51,-0.37,47,77.5
5,194311,0.9,50.8,0.34,-1.15,1.03,-0.56,0,426,0.78,-0.34,-0.13,-0.4,-0.38,-0.31,-0.26,35.1,66.4
5,194312,1.14,42.6,0.89,0.89,1.75,0.89,0,694,1.29,1.19,0.18,-0.35,-0.19,-0.33,-0.25,29.3,55.9
5,194401,0.96,42.4,1.25,1.25,1.36,1.25,0,701,1.09,1.43,1.4,-0.28,0.09,-0.17,-0.12,26.6,58.1
5,194402,0.95,50.4,1.62,1.62,1.49,1.62,0,409,1.1,1.27,1.54,0.55,0.19,0.12,0.03,36.1,64.6
5,194403,0.05,53.8,1.69,1.69,0.7,1.69,5,352,-0.99,0.51,0.83,0.47,-0.08,0,0,36.7,70.9
5,194404,0.05,61.7,1.19,1.19,-0.97,0.63,35,134,-1.85,-3.09,-0.06,0.81,-0.34,0.02,-0.17,43.3,80
5,194405,0.96,71.4,0.95,0.95,-0.34,0.18,208,9,-0.03,-0.56,-0.82,0.54,0.17,-0.05,-0.07,54.5,88.2
5,194406,1.91,79.5,1.26,1.26,1.2,0.99,435,0,0.63,0.29,-0.08,0.32,0.3,-0.08,0.07,64,95
5,194407,1.25,81.4,0.67,0.67,-1.37,-0.29,508,0,-0.59,-0.15,-0.25,-0.31,0.38,-0.37,0.09,66.3,96.5
5,194408,2.7,78.9,1.15,1.15,1.65,0.87,431,0,0.88,0.22,0.4,-0.13,0.55,0.26,-0.22,64.6,93.1
5,194409,3.43,70.3,1.86,1.86,2.49,1.86,174,15,1.05,1.14,0.74,0.51,0.66,0.6,0.2,57.6,83.1
5,194410,0.54,63.3,1.19,1.19,-1.45,0.42,50,103,-0.59,0.55,0.74,0.45,0.31,0.67,0.1,48,78.6
5,194411,0.93,51.9,1.39,1.39,0.99,1.05,0,393,0.82,-0.13,0.67,0.61,0.29,0.68,0.22,37.9,65.9
5,194412,0.94,42.5,1.66,1.66,1.24,1.66,0,698,1.03,1.04,0.2,0.64,0.49,0.62,0.08,27.6,57.4
5,194501,0.3,46.5,-0.14,1.35,-0.41,1.07,0,574,-0.03,0.59,0.75,0.88,0.59,0.46,0.07,31.2,61.8
5,194502,0.09,51.4,-0.49,0.85,-1.09,-0.04,0,381,-0.7,-0.64,0.1,0.55,0.57,0.25,0.11,34.4,68.3
5,194503,1.08,57.4,-0.14,1.06,0.88,0.56,15,250,1.49,0.7,0.4,0.24,0.66,0.5,0.22,40.4,74.5
5,194504,0.53,62.1,-0.2,0.88,-0.22,0.24,39,126,0.33,1,0.57,0.72,0.9,0.65,0.3,44.6,79.7
5,194505,0.16,73.9,-1.22,-1.22,-3.11,-1.22,279,0,-1.6,-1.05,-0.03,-0.01,0.4,0.48,0.12,56.3,91.4
5,194506,0.36,79.2,-2.04,-2.04,-2.83,-2.04,426,0,-1.65,-1.88,-1.59,-1.04,-0.63,0.06,-0.2,62.1,96.3
5,194507,3.8,77.7,1.53,1.53,4.59,1.53,394,0,1.54,0.62,-0.12,0.11,0.39,0.67,0.1,64.9,90.5
5,194508,1.01,80,-0.69,0.69,-2.06,-0.47,465,0,-0.78,0.73,0,-0.12,-0.07,0.27,0.25,65.6,94.4
5,194509,0.89,74.8,-1.36,-1.36,-2.22,-1.36,297,0,-0.66,-1.05,0.06,-0.76,-0.6,-0.45,0.1,58.9,90.7
5,194510,3.11,62.2,1.23,1.23,3.7,1.23,36,123,1.48,0.57,0.12,-0.03,0.07,0.26,0.57,48.5,75.9
5,194511,0,55.5,-0.17,0.93,-0.52,0.53,7,292,-0.97,1.03,0.29,0.09,0.03,0.01,0.42,38,73
5,194512,0.02,45.3,-0.56,-0.56,-1.23,-0.56,0,611,-1.16,-1.5,0.68,0.33,-0.34,-0.24,0.13,29.1,61.5
5,194601,1.83,41.3,1.05,1.05,3.16,1.05,0,735,1.96,1.21,0.47,0.22,0.07,0.16,0.27,28.2,54.4
5,194602,0,49.3,-0.25,0.7,-0.75,0.06,0,440,-1.38,1.2,0.61,0.41,0.26,0.15,0.14,31.4,67.2
5,194603,0.05,56.8,-0.5,-0.5,-0.82,-0.5,12,266,-0.99,-1.94,0.77,0.8,0.5,-0.16,0.12,39.3,74.4
5,194604,0.43,67.5,-0.65,-0.65,-0.6,-0.65,119,44,0.13,-0.36,-1,-0.16,-0.07,-0.16,0.18,50.9,84.1
5,194605,0.78,71.2,-0.89,-0.89,-0.94,-0.89,202,10,-0.29,-0.3,-0.56,0,0.11,0.06,0.19,55.2,87.2
5,194606,1.34,79,-0.89,-0.89,-0.25,-0.89,420,0,0.01,-0.3,-0.35,0.1,0.41,0.32,0.08,63.7,94.4
5,194607,0.99,80.8,-1.44,-1.44,-1.93,-1.44,490,0,-0.97,-0.87,-0.93,-1.2,-0.74,-0.46,0.05,65.9,95.7
5,194608,1.08,81.3,-1.98,-1.98,-2.07,-1.98,505,0,-0.68,-1.27,-1.16,-1.24,-0.82,-0.44,-0.23,67.2,95.5
5,194609,2.48,75.1,0.1,-1.68,0.31,-1.46,303,0,0.58,0.06,-0.47,-0.62,-0.34,-0.05,-0.38,62.2,87.9
5,194610,1.65,66.7,0.17,-1.43,0.23,-1.04,103,50,0.54,0.62,0.2,-0.39,-0.64,-0.44,-0.16,53.1,80.2
5,194611,0.11,51.3,-0.32,-1.6,-0.96,-1.59,0,411,-0.68,0.11,0.39,-0.44,-0.62,-0.42,-0.32,36.2,66.4
5,194612,1.02,47.6,0.32,-1.12,0.95,-0.55,0,539,1.14,0.3,0.45,-0.2,-0.34,-0.13,-0.36,32.7,62.5
5,194701,1.18,40.6,0.92,0.92,1.9,0.92,0,756,1.35,1.52,0.87,0.46,-0.1,-0.34,-0.23,27.1,54
5,194702,0.03,45.3,0.66,0.66,-0.49,0.66,0,552,-1.08,0.58,0.93,0.64,-0.11,-0.32,-0.22,29.2,61.4
5,194703,0.62,53.8,1.06,1.06,1.39,1.06,5,352,0.85,0.02,0.72,0.6,0.01,-0.17,-0.33,37.5,70
5,194704,0.07,62.8,-0.41,-0.41,-1.22,-0.41,48,114,-1.39,0.01,-0.51,0.28,0.23,-0.26,-0.43,46,79.6
5,194705,2.31,72.8,0.82,0.82,2.46,0.82,247,5,1.36,0.79,0.88,1.04,0.82,0.23,0.01,56.9,88.6
5,194706,1.13,80.5,-0.32,-0.32,-0.97,0.41,465,0,-0.26,0.69,0.31,0.54,0.6,0.16,0.15,65,95.9
5,194707,0.84,81.7,-1.08,-1.08,-2.37,-1.08,518,0,-1.22,-1.22,-0.14,-0.4,0.06,0.11,-0.39,67.1,96.4
5,194708,1.23,78.8,-1.41,-1.41,-1.33,-1.41,428,0,-0.48,-1.27,-1.31,-0.46,-0.01,0.14,-0.32,65.4,92.2
5,194709,0.71,74.6,-2.09,-2.09,-2.48,-2.09,291,0,-0.91,-1.01,-1.47,-0.94,-0.63,-0.38,-0.32,59.1,90.1
5,194710,0.32,69.2,-2.79,-2.79,-2.75,-2.79,154,23,-0.93,-1.48,-1.4,-1.1,-1.21,-0.77,-0.86,53.2,85.2
5,194711,0.71,50.6,-2.31,-2.31,0.58,-2.01,0,432,0.5,-0.54,-1.09,-1.56,-0.97,-0.6,-0.74,35.9,65.3
5,194712,0.62,43.7,-1.95,-1.95,0.36,-1.44,0,660,0.54,0.52,-0.38,-1.41,-1,-0.72,-0.62,29.4,58
5,194801,0.29,40.5,-1.81,-1.81,-0.19,-1.33,0,760,-0.06,0.17,0.26,-1.09,-0.94,-1.05,-0.9,24.9,56.1
5,194802,0.39,49.1,-1.68,-1.68,-0.17,-1.22,0,445,0.22,-0.12,0.07,-0.92,-1.52,-0.93,-0.86,33.2,64.9
5,194803,0.01,52.7,-1.88,-1.88,-1.11,-1.78,0,385,-1.84,-0.45,-0.53,-0.64,-1.57,-1.14,-0.88,36.5,68.8
5,194804,0.25,69.3,-2.27,-2.27,-1.76,-2.27,155,26,-0.33,-1,-0.64,-0.21,-1.31,-1.12,-0.94,52.4,86.2
5,194805,0.84,74.3,-2.56,-2.56,-1.57,-2.56,291,0,-0.2,-0.45,-0.77,-0.49,-1.12,-1.83,-0.93,58.6,90
5,194806,1.16,81.6,-2.74,-2.74,-1.33,-2.74,498,0,-0.22,-0.4,-0.57,-0.76,-0.78,-1.76,-0.97,66.7,96.4
5,194807,1.61,81.1,-2.69,-2.69,-0.7,-2.69,499,0,-0.17,-0.48,-0.59,-0.81,-0.54,-1.22,-0.82,67.1,95.1
5,194808,0.91,81.3,-3.22,-3.22,-2.43,-3.22,505,0,-0.93,-0.84,-0.96,-1.18,-1.03,-1.31,-0.83,66.8,95.9
5,194809,0.61,73.5,-3.72,-3.72,-2.49,-3.72,260,0,-1.07,-1.43,-1.25,-1.31,-1.38,-1.33,-1.22,58.7,88.2
5,194810,0.99,62.9,-3.51,-3.51,-0.52,-3.51,45,110,-0.05,-0.86,-1.21,-1.29,-1.4,-1.16,-1.35,49.1,76.7
5,194811,0.07,49.2,-3.44,-3.44,-0.86,-3.44,0,474,-0.78,-0.51,-1.16,-1.37,-1.58,-1.41,-1.39,32.9,65.6
5,194812,0.45,49.5,-3.3,-3.3,-0.64,-3.3,0,480,0.22,-0.52,-0.5,-1.31,-1.41,-1.48,-1.3,35.3,63.7
5,194901,2.05,37.2,1.31,-1.65,3.93,-0.01,0,862,2.14,1.76,1.08,-0.5,-0.74,-0.89,-1.19,26.2,48.1
5,194902,0.43,49.4,1.28,-1.37,0.31,0.35,0,437,0.3,1.72,1.45,-0.11,-0.67,-0.88,-1.17,34.3,64.5
5,194903,0.06,57.1,1.14,-1.24,-0.01,0.42,13,258,-0.89,-0.26,1.26,0.33,-0.7,-0.87,-1.28,41,73.2
5,194904,1.78,60.2,2.3,2.3,3.83,2.3,23,167,1.74,1.18,0.98,1.16,-0.07,-0.38,-1.01,45.7,74.8
5,194905,1.74,73.5,2.6,2.6,1.62,2.6,268,0,0.85,1.55,1.21,1.53,0.45,-0.06,-1.12,57.8,89.1
5,194906,1.42,79.2,2.47,2.47,0.39,2.47,426,0,0.1,0.5,1.17,1.44,0.88,0.01,-1.08,63.8,94.6
5,194907,1.9,80.3,2.29,2.29,0.24,2.29,474,0,0.13,-0.02,0.35,0.71,0.97,0.08,-0.84,66.2,94.3
5,194908,1.78,77.3,2.07,2.07,0.05,2.03,381,0,0.12,0.05,-0.04,0.62,1.07,0.29,-0.71,63.4,91.3
5,194909,2.59,73.4,2.1,2.1,0.73,2.1,257,5,0.64,0.45,0.31,0.8,1.06,0.75,-0.33,60.4,86.5
5,194910,1.62,61.8,2.17,2.17,0.86,2.17,32,131,0.52,0.65,0.5,0.53,0.72,0.91,-0.08,47.6,76.1
5,194911,0,55.3,-0.55,1.4,-1.65,0.59,7,298,-0.97,-0.01,0.38,0.14,0.58,0.91,-0.22,37.1,73.5
5,194912,0.66,45.5,-0.39,1.35,0.3,0.64,0,604,0.61,-0.3,0.11,0.24,0.7,0.93,-0.28,30.9,60.1
5,195001,0.42,50.7,-0.67,0.9,-0.95,-0.24,0,443,0.25,0.39,-0.31,0.3,0.35,0.56,-0.27,35.6,65.8
5,195002,0.23,52.5,-1.05,-1.05,-1.35,-1.05,0,350,-0.17,-0.16,0.08,0.28,0.13,0.52,-0.29,36.8,68.2
5,195003,0.01,56.8,-1.51,-1.51,-1.71,-1.51,12,266,-1.84,-0.88,-0.58,-0.28,0.02,0.5,-0.31,39.5,74.1
5,195004,0.45,65.1,-1.6,-1.6,-0.74,-1.6,79,76,0.18,-0.41,-0.57,-0.59,0.08,0.17,-0.29,48.5,81.7
5,195005,0.91,72.3,-1.8,-1.8,-1.09,-1.8,233,7,-0.1,-0.13,-0.43,-0.28,0.04,-0.02,-0.24,55.7,88.8
5,195006,1.33,79.4,-1.8,-1.8,-0.55,-1.8,432,0,0,-0.2,-0.25,-0.5,-0.32,-0.06,-0.22,64.4,94.5
5,195007,3.18,78.6,-0.57,-0.57,3.12,1.01,422,0,1.14,0.86,0.56,0.15,0.01,0.28,0.1,65.4,91.7
5,195008,1.17,78,-0.96,-0.96,-1.33,-0.04,403,0,-0.56,0.46,0.29,-0.07,-0.04,0.12,0.17,62.6,93.5
5,195009,2.58,73.2,-0.61,-0.61,0.73,0.6,251,5,0.64,0.16,0.57,0.28,0.07,0.07,0.54,59.9,86.5
5,195010,0.74,68.1,-1.14,-1.14,-1.76,-0.63,129,33,-0.33,0.25,-0.1,0.17,-0.06,-0.15,0.5,51.4,84.7
5,195011,0,53.2,-1.49,-1.49,-1.42,-1.45,0,358,-0.97,-0.85,-0.04,0.04,-0.14,-0.15,0.49,34,72.4
5,195012,0,47.3,-1.83,-1.83,-1.48,-1.83,0,549,-1.28,-1.55,-1.24,-0.07,-0.19,-0.34,0.3,29.3,65.3
5,195101,0.09,43.7,-2.01,-2.01,-1.1,-2.01,0,660,-0.83,-1.7,-1.75,-0.73,-0.3,-0.47,-0.04,26.3,61
5,195102,0.2,48.4,-2.1,-2.1,-0.88,-2.1,0,465,-0.26,-0.87,-1.4,-0.6,-0.3,-0.46,-0.06,31.3,65.4
5,195103,1.02,54.3,-1.51,-1.51,1.11,-0.94,6,338,1.42,0.76,0.24,-0.83,-0.05,-0.18,0.09,38.1,70.5
5,195104,0.18,62.2,-1.74,-1.74,-1.16,-1.63,40,124,-0.59,0.63,0.31,-0.84,-0.6,-0.24,-0.21,45.4,78.9
5,195105,0.97,73,-1.92,-1.92,-1.06,-1.92,253,0,-0.02,-0.38,0.31,-0.44,-0.37,-0.18,-0.31,56.4,89.5
5,195106,1.01,80.2,-2.22,-2.22,-1.52,-2.22,456,0,-0.43,-0.42,-0.64,-0.43,-0.97,-0.29,-0.4,64.2,96.3
5,195107,1.13,82.9,-2.64,-2.64,-1.95,-2.64,555,0,-0.76,-1.05,-0.93,-0.67,-1.15,-0.89,-0.52,68,97.8
5,195108,1.04,81.9,-3.12,-3.12,-2.23,-3.12,524,0,-0.73,-1.17,-1.33,-0.88,-1.25,-0.92,-0.63,67,96.9
5,195109,0.71,75.6,-3.67,-3.67,-2.62,-3.67,318,0,-0.91,-1.19,-1.4,-1.46,-1.27,-1.53,-1,59.9,91.2
5,195110,0.26,67.3,-4.15,-4.15,-2.57,-4.15,114,42,-1.04,-1.56,-1.6,-1.77,-1.51,-1.81,-1.27,52.2,82.4
5,195111,0.03,51.2,-4.11,-4.11,-1.15,-4.11,0,414,-0.89,-1.43,-1.94,-1.91,-1.62,-1.84,-1.3,35.8,66.7
5,195112,0.19,48.1,-4.05,-4.05,-1.11,-4.05,0,524,-0.44,-1.05,-1.54,-1.94,-1.99,-1.77,-1.22,33.3,62.9
5,195201,0.26,50.5,-4.13,-4.13,-1.49,-4.13,0,450,-0.14,-0.62,-1.09,-2,-1.98,-1.73,-1.28,34.5,66.6
5,195202,0.25,48.8,-3.99,-3.99,-0.85,-3.99,0,454,-0.12,-0.4,-0.68,-1.95,-2.22,-1.76,-1.33,32.5,65.1
5,195203,0.17,52.2,-3.83,-3.83,-0.77,-3.83,0,397,-0.25,-0.41,-0.55,-1.46,-2.12,-2.06,-1.31,36.5,68
5,195204,0.9,62.2,-3.19,-3.19,0.76,-2.83,40,124,0.88,0.5,0.23,-0.56,-1.78,-1.92,-1.26,46.8,77.5
5,195205,1.16,71.3,-2.98,-2.98,-0.35,-2.7,205,9,0.23,0.54,0.35,-0.11,-1.24,-1.97,-1.25,55.2,87.4
5,195206,1.12,80.6,-3.1,-3.1,-1.31,-3.1,468,0,-0.27,-0.17,0.09,-0.21,-0.9,-1.84,-1.3,65.9,95.3
5,195207,2.49,78.7,-2.24,-2.24,1.62,-1.52,425,0,0.64,0.21,0.17,0.14,-0.24,-1.06,-1.39,65.2,92.3
5,195208,0.33,83.3,-3.29,-3.29,-3.83,-3.29,567,0,-2.36,-0.58,-0.78,-0.47,-0.66,-1.3,-1.54,68.2,98.4
5,195209,0.49,73.7,-3.85,-3.85,-2.71,-3.85,266,0,-1.31,-2.61,-1.14,-0.86,-0.97,-1.35,-2.12,58.6,88.9
5,195210,0.01,63.1,-4.28,-4.28,-2.46,-4.28,47,106,-1.62,-2.61,-3.09,-1.53,-1.34,-1.51,-2.3,44.7,81.6
5,195211,0.74,50.1,-3.6,-3.6,0.7,-3.28,0,447,0.55,-0.84,-1.61,-1.45,-1.17,-1.28,-2.14,35.9,64.3
5,195212,0.51,44.1,-3.21,-3.21,0.06,-2.81,0,648,0.34,0.43,-0.72,-1.34,-1.07,-1.17,-1.63,29.3,58.9
5,195301,0,50.3,-3.53,-3.53,-1.94,-3.53,0,456,-2.07,-0.49,-0.12,-2.36,-1.44,-1.29,-1.68,33.8,66.9
5,195302,0.23,47.5,-3.4,-3.4,-0.7,-3.4,0,490,-0.17,-1.02,-0.63,-1.69,-1.67,-1.32,-1.77,31.5,63.5
5,195303,0.38,59.5,-3.43,-3.43,-1.15,-3.43,26,197,0.38,-0.04,-0.66,-0.95,-1.54,-1.24,-1.87,43.9,75.1
5,195304,0.3,64,-3.42,-3.42,-1.03,-3.42,64,94,-0.18,0,-0.23,-0.28,-2.49,-1.54,-1.88,47.7,80.4
5,195305,0.27,71.5,-3.9,-3.9,-2.5,-3.9,210,9,-1.28,-1.28,-0.99,-1.13,-1.89,-2.12,-2.15,54.8,88.2
5,195306,0.34,84.2,-4.69,-4.69,-3.56,-4.69,576,0,-1.7,-1.78,-1.72,-1.83,-1.76,-2.53,-2.27,68.7,99.7
5,195307,1.26,83.1,-4.77,-4.77,-1.69,-4.77,561,0,-0.58,-1.6,-1.85,-1.73,-1.47,-2.81,-2.21,69.4,96.8
5,195308,0.72,80.3,-5.17,-5.17,-2.68,-5.17,474,0,-1.27,-1.36,-2.03,-2.08,-2.23,-2.4,-2.3,66.3,94.3
5,195309,0.32,74.4,-5.67,-5.67,-3.08,-5.67,285,0,-1.83,-2.11,-1.79,-2.3,-2.34,-2.23,-2.65,57.6,91.2
5,195310,1.47,64.2,-5,-5,0.24,-4.86,63,88,0.4,-0.7,-1.21,-2.18,-2.06,-1.84,-2.32,49.3,79.1
5,195311,0.01,52.6,-4.93,-4.93,-1.34,-4.93,0,372,-0.94,-0.13,-1.04,-1.94,-2.25,-2.19,-2.36,36.7,68.5
5,195312,0.28,40,-4.49,-4.49,-0.18,-4.49,0,775,-0.17,-0.91,-0.29,-1.58,-2.25,-2.33,-1.83,25.4,54.6
5,195401,0.21,48.2,-4.43,-4.43,-1.21,-4.43,0,521,-0.3,-0.53,-1.06,-1.62,-2.31,-2.22,-1.87,31.8,64.5
5,195402,0.05,52.9,-4.59,-4.59,-1.85,-4.59,0,342,-0.93,-0.94,-0.93,-1.4,-2.34,-2.44,-2.03,36.1,69.7
5,195403,0.2,55.5,-4.47,-4.47,-1.07,-4.47,8,303,-0.14,-0.85,-0.94,-0.72,-1.86,-2.39,-2,40.2,70.8
5,195404,1.45,67.8,-3.47,-3.47,1.62,-2.8,124,40,1.46,1.03,0.57,-0.26,-1.21,-2.09,-1.94,52.3,83.2
5,195405,1.47,71.3,-2.99,-2.99,0.39,-2.12,205,9,0.58,1.17,0.95,0.31,-0.5,-1.6,-2.02,56,86.5
5,195406,1.63,79.6,-2.63,-2.63,0.13,-1.69,438,0,0.34,0.45,0.95,0.38,0.12,-1,-1.91,65.3,93.9
5,195407,0.51,81.4,-3.4,-3.4,-3.11,-3.4,508,0,-1.95,-1.05,-0.59,-0.24,-0.57,-1.16,-2.26,67.1,95.7
5,195408,2.61,79.6,-2.6,-2.6,1.34,-2.01,453,0,0.82,-0.35,-0.26,0.29,-0.02,-0.53,-1.82,66.6,92.7
5,195409,0.18,76.9,-3.56,-3.56,-3.67,-3.56,357,0,-3.09,-0.38,-1.14,-0.34,-0.57,-0.61,-2.02,62.6,91.2
5,195410,1.22,65.8,-3.35,-3.35,-0.48,-3.35,88,63,0.18,-1.05,-0.33,-0.65,-0.46,-0.69,-1.72,51,80.6
5,195411,0,53.1,-3.48,-3.48,-1.41,-3.48,0,361,-0.97,-0.36,-1.42,-1.03,-0.5,-0.71,-1.93,36.4,69.9
5,195412,0.02,46.6,-3.57,-3.57,-1.36,-3.57,0,570,-1.16,-1.5,-0.74,-1.35,-0.6,-0.79,-1.66,29.6,63.5
5,195501,0.85,42.6,-2.95,-2.95,0.77,-2.58,0,694,0.95,0.11,-0.56,-0.59,-0.82,-0.62,-1.55,29.7,55.6
5,195502,0.02,46.7,-2.85,-2.85,-0.61,-2.67,0,512,-1.16,0.16,-0.42,-1.44,-1.16,-0.62,-1.67,30.6,62.8
5,195503,0.02,57,-3.08,-3.08,-1.59,-3.08,13,261,-1.49,-2.07,-0.24,-0.78,-1.43,-0.69,-1.72,39.8,74.3
5,195504,0.19,65.8,-3.27,-3.27,-1.52,-3.27,91,67,-0.55,-1.25,-2.19,-1.25,-1,-1.15,-1.77,48.7,83
5,195505,0.91,72.5,-3.31,-3.31,-1.12,-3.31,239,6,-0.1,-0.44,-0.74,-0.81,-1.55,-1.41,-1.76,57,88.1
5,195506,1.04,78.8,-3.35,-3.35,-1.16,-3.35,414,0,-0.39,-0.45,-0.66,-0.7,-0.94,-1.66,-1.63,63.1,94.4
5,195507,2.65,79.2,-2.38,-2.38,1.89,-1.56,440,0,0.76,0.27,0.06,-0.49,-0.62,-0.69,-1.32,65.9,92.4
5,195508,1.18,78.7,-2.6,-2.6,-1.42,-2.3,425,0,-0.54,0.14,-0.18,-0.56,-0.65,-1.15,-1.21,65.1,92.3
5,195509,1.69,74.5,-2.63,-2.63,-0.89,-2.62,288,0,0.08,-0.33,-0.02,-0.41,-0.48,-0.69,-0.95,60.2,88.7
5,195510,0.94,64.6,-2.65,-2.65,-0.85,-2.65,69,81,-0.1,-0.12,-0.43,-0.35,-0.7,-0.79,-1.05,49,80.3
5,195511,0.39,52.6,-2.51,-2.51,-0.41,-2.51,0,372,-0.05,-0.26,-0.21,-0.36,-0.58,-0.68,-0.99,36.9,68.3
5,195512,0.06,48.5,-2.74,-2.74,-1.47,-2.74,0,512,-0.95,-0.63,-0.6,-0.36,-0.62,-0.66,-0.96,32.8,64.2
5,195601,0.48,46.9,-2.63,-2.63,-0.52,-2.63,0,561,0.37,-0.43,-0.49,-0.65,-0.52,-0.82,-0.94,30.9,62.9
5,195602,0.3,46.5,-2.51,-2.51,-0.45,-2.51,0,518,0.02,0.03,-0.49,-0.47,-0.5,-0.72,-0.92,31.1,61.9
5,195603,0,57.3,-2.85,-2.85,-1.8,-2.85,14,253,-1.84,-0.7,-0.4,-0.75,-0.51,-0.74,-0.97,39.5,75
5,195604,0.2,62.7,-2.95,-2.95,-1.16,-2.95,46,115,-0.51,-1.32,-0.95,-0.9,-0.94,-0.74,-1.22,46.6,78.9
5,195605,0.6,75.8,-3.43,-3.43,-2.37,-3.43,335,0,-0.59,-0.87,-1.25,-1.19,-0.86,-0.83,-1.42,59.3,92.3
5,195606,0.43,82,-4.12,-4.12,-3.11,-4.12,510,0,-1.48,-1.31,-1.42,-1.42,-1.39,-1.06,-1.65,66.7,97.3
5,195607,0.73,81.3,-4.57,-4.57,-2.62,-4.57,505,0,-1.43,-2.09,-1.94,-2.1,-1.98,-1.68,-1.57,66.9,95.7
5,195608,0.82,79.7,-4.86,-4.86,-2.3,-4.86,456,0,-1.08,-1.88,-2.34,-2.41,-2.52,-1.77,-1.93,65,94.4
5,195609,0.37,74.9,-5.39,-5.39,-3.07,-5.39,300,0,-1.64,-1.86,-2.07,-2.33,-2.29,-2.14,-2.03,59.1,90.7
5,195610,0.59,67.1,-5.47,-5.47,-1.9,-5.47,110,45,-0.52,-1.58,-1.82,-2.71,-2.71,-2.52,-2.18,51,83.1
5,195611,0.01,49.9,-5.26,-5.26,-1.07,-5.26,0,453,-0.94,-1.02,-1.98,-2.56,-3.05,-2.78,-2.21,33.3,66.4
5,195612,0.26,46.4,-4.97,-4.97,-0.76,-4.97,0,577,-0.23,-0.95,-1.11,-2.27,-2.74,-2.74,-1.72,31.3,61.4
5,195701,0.3,48.9,-4.85,-4.85,-1.19,-4.85,0,499,-0.03,-0.4,-0.96,-2.12,-2.71,-2.76,-1.84,34.3,63.5
5,195702,1.55,56.2,-3.92,-3.92,1.3,-3.37,10,256,1.73,1.21,0.83,-0.9,-2.12,-2.31,-1.68,43.1,69.3
5,195703,0.17,55.7,-3.75,-3.75,-0.69,-3.41,9,297,-0.25,1.23,0.88,-0.32,-1.73,-2.13,-1.65,41.2,70.3
5,195704,0.46,62.1,-3.5,-3.5,-0.41,-3.26,39,126,0.2,-0.08,0.92,0.11,-1.31,-2.25,-1.64,46.4,77.9
